Sheet,Cell,Value,Formula
Calculation Debt,K105,=(J105+K104)*(K42<=$C$19),=(J105+K104)*(K42<=$C$19)
Calculation Debt,L105,=(K105+L104)*(L42<=$C$19),=(K105+L104)*(L42<=$C$19)
Calculation Debt,M105,=(L105+M104)*(M42<=$C$19),=(L105+M104)*(M42<=$C$19)
Calculation Debt,N105,=(M105+N104)*(N42<=$C$19),=(M105+N104)*(N42<=$C$19)
Calculation Debt,O105,=(N105+O104)*(O42<=$C$19),=(N105+O104)*(O42<=$C$19)
Calculation Debt,P105,=(O105+P104)*(P42<=$C$19),=(O105+P104)*(P42<=$C$19)
Calculation Debt,Q105,=(P105+Q104)*(Q42<=$C$19),=(P105+Q104)*(Q42<=$C$19)
Calculation Debt,R105,=(Q105+R104)*(R42<=$C$19),=(Q105+R104)*(R42<=$C$19)
Calculation Debt,S105,=(R105+S104)*(S42<=$C$19),=(R105+S104)*(S42<=$C$19)
Calculation Debt,T105,=(S105+T104)*(T42<=$C$19),=(S105+T104)*(T42<=$C$19)
Calculation Debt,U105,=(T105+U104)*(U42<=$C$19),=(T105+U104)*(U42<=$C$19)
Calculation Debt,V105,=(U105+V104)*(V42<=$C$19),=(U105+V104)*(V42<=$C$19)
Calculation Debt,W105,=(V105+W104)*(W42<=$C$19),=(V105+W104)*(W42<=$C$19)
Calculation Debt,X105,=(W105+X104)*(X42<=$C$19),=(W105+X104)*(X42<=$C$19)
Calculation Debt,Y105,=(X105+Y104)*(Y42<=$C$19),=(X105+Y104)*(Y42<=$C$19)
Calculation Debt,Z105,=(Y105+Z104)*(Z42<=$C$19),=(Y105+Z104)*(Z42<=$C$19)
Calculation Debt,AA105,=(Z105+AA104)*(AA42<=$C$19),=(Z105+AA104)*(AA42<=$C$19)
Calculation Debt,AB105,=(AA105+AB104)*(AB42<=$C$19),=(AA105+AB104)*(AB42<=$C$19)
Calculation Debt,B106,Taxable Profits (after ECAs; add back in interest),
Calculation Debt,D106,=D102+D99,=D102+D99
Calculation Debt,E106,=E102+E99,=E102+E99
Calculation Debt,F106,=F102+F99,=F102+F99
Calculation Debt,G106,=G102+G99,=G102+G99
Calculation Debt,H106,=H102+H99,=H102+H99
Calculation Debt,I106,=I102+I99,=I102+I99
Calculation Debt,J106,=J102+J99,=J102+J99
Calculation Debt,K106,=K102+K99,=K102+K99
Calculation Debt,L106,=L102+L99,=L102+L99
Calculation Debt,M106,=M102+M99,=M102+M99
Calculation Debt,N106,=N102+N99,=N102+N99
Calculation Debt,O106,=O102+O99,=O102+O99
Calculation Debt,P106,=P102+P99,=P102+P99
Calculation Debt,Q106,=Q102+Q99,=Q102+Q99
Calculation Debt,R106,=R102+R99,=R102+R99
Calculation Debt,S106,=S102+S99,=S102+S99
Calculation Debt,T106,=T102+T99,=T102+T99
Calculation Debt,U106,=U102+U99,=U102+U99
Calculation Debt,V106,=V102+V99,=V102+V99
Calculation Debt,W106,=W102+W99,=W102+W99
Calculation Debt,X106,=X102+X99,=X102+X99
Calculation Debt,Y106,=Y102+Y99,=Y102+Y99
Calculation Debt,Z106,=Z102+Z99,=Z102+Z99
Calculation Debt,AA106,=AA102+AA99,=AA102+AA99
Calculation Debt,AB106,=AB102+AB99,=AB102+AB99
Calculation Debt,B107,Corporation Tax (ignoring interest payments),
Calculation Debt,D107,"=IF((C109+D106)<0,0,MAX(0,(D106+(MIN(0,C109)))*$H$32))","=IF((C109+D106)<0,0,MAX(0,(D106+(MIN(0,C109)))*$H$32))"
Calculation Debt,E107,"=IF((D109+E106)<0,0,MAX(0,(E106+(MIN(0,D109)))*$H$32))","=IF((D109+E106)<0,0,MAX(0,(E106+(MIN(0,D109)))*$H$32))"
Calculation Debt,F107,"=IF((E109+F106)<0,0,MAX(0,(F106+(MIN(0,E109)))*$H$32))","=IF((E109+F106)<0,0,MAX(0,(F106+(MIN(0,E109)))*$H$32))"
Calculation Debt,G107,"=IF((F109+G106)<0,0,MAX(0,(G106+(MIN(0,F109)))*$H$32))","=IF((F109+G106)<0,0,MAX(0,(G106+(MIN(0,F109)))*$H$32))"
Calculation Debt,H107,"=IF((G109+H106)<0,0,MAX(0,(H106+(MIN(0,G109)))*$H$32))","=IF((G109+H106)<0,0,MAX(0,(H106+(MIN(0,G109)))*$H$32))"
Calculation Debt,I107,"=IF((H109+I106)<0,0,MAX(0,(I106+(MIN(0,H109)))*$H$32))","=IF((H109+I106)<0,0,MAX(0,(I106+(MIN(0,H109)))*$H$32))"
Calculation Debt,J107,"=IF((I109+J106)<0,0,MAX(0,(J106+(MIN(0,I109)))*$H$32))","=IF((I109+J106)<0,0,MAX(0,(J106+(MIN(0,I109)))*$H$32))"
Calculation Debt,K107,"=IF((J109+K106)<0,0,MAX(0,(K106+(MIN(0,J109)))*$H$32))","=IF((J109+K106)<0,0,MAX(0,(K106+(MIN(0,J109)))*$H$32))"
Calculation Debt,L107,"=IF((K109+L106)<0,0,MAX(0,(L106+(MIN(0,K109)))*$H$32))","=IF((K109+L106)<0,0,MAX(0,(L106+(MIN(0,K109)))*$H$32))"
Calculation Debt,M107,"=IF((L109+M106)<0,0,MAX(0,(M106+(MIN(0,L109)))*$H$32))","=IF((L109+M106)<0,0,MAX(0,(M106+(MIN(0,L109)))*$H$32))"
Calculation Debt,N107,"=IF((M109+N106)<0,0,MAX(0,(N106+(MIN(0,M109)))*$H$32))","=IF((M109+N106)<0,0,MAX(0,(N106+(MIN(0,M109)))*$H$32))"
Calculation Debt,O107,"=IF((N109+O106)<0,0,MAX(0,(O106+(MIN(0,N109)))*$H$32))","=IF((N109+O106)<0,0,MAX(0,(O106+(MIN(0,N109)))*$H$32))"
Calculation Debt,P107,"=IF((O109+P106)<0,0,MAX(0,(P106+(MIN(0,O109)))*$H$32))","=IF((O109+P106)<0,0,MAX(0,(P106+(MIN(0,O109)))*$H$32))"
Calculation Debt,Q107,"=IF((P109+Q106)<0,0,MAX(0,(Q106+(MIN(0,P109)))*$H$32))","=IF((P109+Q106)<0,0,MAX(0,(Q106+(MIN(0,P109)))*$H$32))"
Calculation Debt,R107,"=IF((Q109+R106)<0,0,MAX(0,(R106+(MIN(0,Q109)))*$H$32))","=IF((Q109+R106)<0,0,MAX(0,(R106+(MIN(0,Q109)))*$H$32))"
Calculation Debt,S107,"=IF((R109+S106)<0,0,MAX(0,(S106+(MIN(0,R109)))*$H$32))","=IF((R109+S106)<0,0,MAX(0,(S106+(MIN(0,R109)))*$H$32))"
Calculation Debt,T107,"=IF((S109+T106)<0,0,MAX(0,(T106+(MIN(0,S109)))*$H$32))","=IF((S109+T106)<0,0,MAX(0,(T106+(MIN(0,S109)))*$H$32))"
Calculation Debt,U107,"=IF((T109+U106)<0,0,MAX(0,(U106+(MIN(0,T109)))*$H$32))","=IF((T109+U106)<0,0,MAX(0,(U106+(MIN(0,T109)))*$H$32))"
Calculation Debt,V107,"=IF((U109+V106)<0,0,MAX(0,(V106+(MIN(0,U109)))*$H$32))","=IF((U109+V106)<0,0,MAX(0,(V106+(MIN(0,U109)))*$H$32))"
Calculation Debt,W107,"=IF((V109+W106)<0,0,MAX(0,(W106+(MIN(0,V109)))*$H$32))","=IF((V109+W106)<0,0,MAX(0,(W106+(MIN(0,V109)))*$H$32))"
Calculation Debt,X107,"=IF((W109+X106)<0,0,MAX(0,(X106+(MIN(0,W109)))*$H$32))","=IF((W109+X106)<0,0,MAX(0,(X106+(MIN(0,W109)))*$H$32))"
Calculation Debt,Y107,"=IF((X109+Y106)<0,0,MAX(0,(Y106+(MIN(0,X109)))*$H$32))","=IF((X109+Y106)<0,0,MAX(0,(Y106+(MIN(0,X109)))*$H$32))"
Calculation Debt,Z107,"=IF((Y109+Z106)<0,0,MAX(0,(Z106+(MIN(0,Y109)))*$H$32))","=IF((Y109+Z106)<0,0,MAX(0,(Z106+(MIN(0,Y109)))*$H$32))"
Calculation Debt,AA107,"=IF((Z109+AA106)<0,0,MAX(0,(AA106+(MIN(0,Z109)))*$H$32))","=IF((Z109+AA106)<0,0,MAX(0,(AA106+(MIN(0,Z109)))*$H$32))"
Calculation Debt,AB107,"=IF((AA109+AB106)<0,0,MAX(0,(AB106+(MIN(0,AA109)))*$H$32))","=IF((AA109+AB106)<0,0,MAX(0,(AB106+(MIN(0,AA109)))*$H$32))"
Calculation Debt,B108,Net profit (tax accounting; ignoring interest pmts),
Calculation Debt,D108,=D106-D107,=D106-D107
Calculation Debt,E108,=E106-E107,=E106-E107
Calculation Debt,F108,=F106-F107,=F106-F107
Calculation Debt,G108,=G106-G107,=G106-G107
Calculation Debt,H108,=H106-H107,=H106-H107
Calculation Debt,I108,=I106-I107,=I106-I107
Calculation Debt,J108,=J106-J107,=J106-J107
Calculation Debt,K108,=K106-K107,=K106-K107
Calculation Debt,L108,=L106-L107,=L106-L107
Calculation Debt,M108,=M106-M107,=M106-M107
Calculation Debt,N108,=N106-N107,=N106-N107
Calculation Debt,O108,=O106-O107,=O106-O107
Calculation Debt,P108,=P106-P107,=P106-P107
Calculation Debt,Q108,=Q106-Q107,=Q106-Q107
Calculation Debt,R108,=R106-R107,=R106-R107
Calculation Debt,S108,=S106-S107,=S106-S107
Calculation Debt,T108,=T106-T107,=T106-T107
Calculation Debt,U108,=U106-U107,=U106-U107
Calculation Debt,V108,=V106-V107,=V106-V107
Calculation Debt,W108,=W106-W107,=W106-W107
Calculation Debt,X108,=X106-X107,=X106-X107
Calculation Debt,Y108,=Y106-Y107,=Y106-Y107
Calculation Debt,Z108,=Z106-Z107,=Z106-Z107
Calculation Debt,AA108,=AA106-AA107,=AA106-AA107
Calculation Debt,AB108,=AB106-AB107,=AB106-AB107
Calculation Debt,B109,Cumulative net profit (tax accountign; ignoring interest pmts),
Calculation Debt,D109,=D108,=D108
Calculation Debt,E109,=(D109+E108)*(E42<=$C$19),=(D109+E108)*(E42<=$C$19)
Calculation Debt,F109,=(E109+F108)*(F42<=$C$19),=(E109+F108)*(F42<=$C$19)
Calculation Debt,G109,=(F109+G108)*(G42<=$C$19),=(F109+G108)*(G42<=$C$19)
Calculation Debt,H109,=(G109+H108)*(H42<=$C$19),=(G109+H108)*(H42<=$C$19)
Calculation Debt,I109,=(H109+I108)*(I42<=$C$19),=(H109+I108)*(I42<=$C$19)
Calculation Debt,J109,=(I109+J108)*(J42<=$C$19),=(I109+J108)*(J42<=$C$19)
Calculation Debt,K109,=(J109+K108)*(K42<=$C$19),=(J109+K108)*(K42<=$C$19)
Calculation Debt,L109,=(K109+L108)*(L42<=$C$19),=(K109+L108)*(L42<=$C$19)
Calculation Debt,M109,=(L109+M108)*(M42<=$C$19),=(L109+M108)*(M42<=$C$19)
Calculation Debt,N109,=(M109+N108)*(N42<=$C$19),=(M109+N108)*(N42<=$C$19)
Calculation Debt,O109,=(N109+O108)*(O42<=$C$19),=(N109+O108)*(O42<=$C$19)
Calculation Debt,P109,=(O109+P108)*(P42<=$C$19),=(O109+P108)*(P42<=$C$19)
Calculation Debt,Q109,=(P109+Q108)*(Q42<=$C$19),=(P109+Q108)*(Q42<=$C$19)
Calculation Debt,R109,=(Q109+R108)*(R42<=$C$19),=(Q109+R108)*(R42<=$C$19)
Calculation Debt,S109,=(R109+S108)*(S42<=$C$19),=(R109+S108)*(S42<=$C$19)
Calculation Debt,T109,=(S109+T108)*(T42<=$C$19),=(S109+T108)*(T42<=$C$19)
Calculation Debt,U109,=(T109+U108)*(U42<=$C$19),=(T109+U108)*(U42<=$C$19)
Calculation Debt,V109,=(U109+V108)*(V42<=$C$19),=(U109+V108)*(V42<=$C$19)
Calculation Debt,W109,=(V109+W108)*(W42<=$C$19),=(V109+W108)*(W42<=$C$19)
Calculation Debt,X109,=(W109+X108)*(X42<=$C$19),=(W109+X108)*(X42<=$C$19)
Calculation Debt,Y109,=(X109+Y108)*(Y42<=$C$19),=(X109+Y108)*(Y42<=$C$19)
Calculation Debt,Z109,=(Y109+Z108)*(Z42<=$C$19),=(Y109+Z108)*(Z42<=$C$19)
Calculation Debt,AA109,=(Z109+AA108)*(AA42<=$C$19),=(Z109+AA108)*(AA42<=$C$19)
Calculation Debt,AB109,=(AA109+AB108)*(AB42<=$C$19),=(AA109+AB108)*(AB42<=$C$19)
Calculation Debt,B110,Interest Tax Shield,
Calculation Debt,D110,"=MAX(0,D107-D103)","=MAX(0,D107-D103)"
Calculation Debt,E110,"=MAX(0,E107-E103)","=MAX(0,E107-E103)"
Calculation Debt,F110,"=MAX(0,F107-F103)","=MAX(0,F107-F103)"
Calculation Debt,G110,"=MAX(0,G107-G103)","=MAX(0,G107-G103)"
Calculation Debt,H110,"=MAX(0,H107-H103)","=MAX(0,H107-H103)"
Calculation Debt,I110,"=MAX(0,I107-I103)","=MAX(0,I107-I103)"
Calculation Debt,J110,"=MAX(0,J107-J103)","=MAX(0,J107-J103)"
Calculation Debt,K110,"=MAX(0,K107-K103)","=MAX(0,K107-K103)"
Calculation Debt,L110,"=MAX(0,L107-L103)","=MAX(0,L107-L103)"
Calculation Debt,M110,"=MAX(0,M107-M103)","=MAX(0,M107-M103)"
Calculation Debt,N110,"=MAX(0,N107-N103)","=MAX(0,N107-N103)"
Calculation Debt,O110,"=MAX(0,O107-O103)","=MAX(0,O107-O103)"
Calculation Debt,P110,"=MAX(0,P107-P103)","=MAX(0,P107-P103)"
Calculation Debt,Q110,"=MAX(0,Q107-Q103)","=MAX(0,Q107-Q103)"
Calculation Debt,R110,"=MAX(0,R107-R103)","=MAX(0,R107-R103)"
Calculation Debt,S110,"=MAX(0,S107-S103)","=MAX(0,S107-S103)"
Calculation Debt,T110,"=MAX(0,T107-T103)","=MAX(0,T107-T103)"
Calculation Debt,U110,"=MAX(0,U107-U103)","=MAX(0,U107-U103)"
Calculation Debt,V110,"=MAX(0,V107-V103)","=MAX(0,V107-V103)"
Calculation Debt,W110,"=MAX(0,W107-W103)","=MAX(0,W107-W103)"
Calculation Debt,X110,"=MAX(0,X107-X103)","=MAX(0,X107-X103)"
Calculation Debt,Y110,"=MAX(0,Y107-Y103)","=MAX(0,Y107-Y103)"
Calculation Debt,Z110,"=MAX(0,Z107-Z103)","=MAX(0,Z107-Z103)"
Calculation Debt,AA110,"=MAX(0,AA107-AA103)","=MAX(0,AA107-AA103)"
Calculation Debt,AB110,"=MAX(0,AB107-AB103)","=MAX(0,AB107-AB103)"
Calculation Debt,B111,Net Profit,
Calculation Debt,D111,=D101-D103,=D101-D103
Calculation Debt,E111,=E101-E103,=E101-E103
Calculation Debt,F111,=F101-F103,=F101-F103
Calculation Debt,G111,=G101-G103,=G101-G103
Calculation Debt,H111,=H101-H103,=H101-H103
Calculation Debt,I111,=I101-I103,=I101-I103
Calculation Debt,J111,=J101-J103,=J101-J103
Calculation Debt,K111,=K101-K103,=K101-K103
Calculation Debt,L111,=L101-L103,=L101-L103
Calculation Debt,M111,=M101-M103,=M101-M103
Calculation Debt,N111,=N101-N103,=N101-N103
Calculation Debt,O111,=O101-O103,=O101-O103
Calculation Debt,P111,=P101-P103,=P101-P103
Calculation Debt,Q111,=Q101-Q103,=Q101-Q103
Calculation Debt,R111,=R101-R103,=R101-R103
Calculation Debt,S111,=S101-S103,=S101-S103
Calculation Debt,T111,=T101-T103,=T101-T103
Calculation Debt,U111,=U101-U103,=U101-U103
Calculation Debt,V111,=V101-V103,=V101-V103
Calculation Debt,W111,=W101-W103,=W101-W103
Calculation Debt,X111,=X101-X103,=X101-X103
Calculation Debt,Y111,=Y101-Y103,=Y101-Y103
Calculation Debt,Z111,=Z101-Z103,=Z101-Z103
Calculation Debt,AA111,=AA101-AA103,=AA101-AA103
Calculation Debt,AB111,=AB101-AB103,=AB101-AB103
Calculation Debt,B112,Cumulative,
Calculation Debt,D112,=D111,=D111
Calculation Debt,E112,=(D112+E111)*(E42<=$C$19),=(D112+E111)*(E42<=$C$19)
Calculation Debt,F112,=(E112+F111)*(F42<=$C$19),=(E112+F111)*(F42<=$C$19)
Calculation Debt,G112,=(F112+G111)*(G42<=$C$19),=(F112+G111)*(G42<=$C$19)
Calculation Debt,H112,=(G112+H111)*(H42<=$C$19),=(G112+H111)*(H42<=$C$19)
Calculation Debt,I112,=(H112+I111)*(I42<=$C$19),=(H112+I111)*(I42<=$C$19)
Calculation Debt,J112,=(I112+J111)*(J42<=$C$19),=(I112+J111)*(J42<=$C$19)
Calculation Debt,K112,=(J112+K111)*(K42<=$C$19),=(J112+K111)*(K42<=$C$19)
Calculation Debt,L112,=(K112+L111)*(L42<=$C$19),=(K112+L111)*(L42<=$C$19)
Calculation Debt,M112,=(L112+M111)*(M42<=$C$19),=(L112+M111)*(M42<=$C$19)
Calculation Debt,N112,=(M112+N111)*(N42<=$C$19),=(M112+N111)*(N42<=$C$19)
Calculation Debt,O112,=(N112+O111)*(O42<=$C$19),=(N112+O111)*(O42<=$C$19)
Calculation Debt,P112,=(O112+P111)*(P42<=$C$19),=(O112+P111)*(P42<=$C$19)
Calculation Debt,Q112,=(P112+Q111)*(Q42<=$C$19),=(P112+Q111)*(Q42<=$C$19)
Calculation Debt,R112,=(Q112+R111)*(R42<=$C$19),=(Q112+R111)*(R42<=$C$19)
Calculation Debt,S112,=(R112+S111)*(S42<=$C$19),=(R112+S111)*(S42<=$C$19)
Calculation Debt,T112,=(S112+T111)*(T42<=$C$19),=(S112+T111)*(T42<=$C$19)
Calculation Debt,U112,=(T112+U111)*(U42<=$C$19),=(T112+U111)*(U42<=$C$19)
Calculation Debt,V112,=(U112+V111)*(V42<=$C$19),=(U112+V111)*(V42<=$C$19)
Calculation Debt,W112,=(V112+W111)*(W42<=$C$19),=(V112+W111)*(W42<=$C$19)
Calculation Debt,X112,=(W112+X111)*(X42<=$C$19),=(W112+X111)*(X42<=$C$19)
Calculation Debt,Y112,=(X112+Y111)*(Y42<=$C$19),=(X112+Y111)*(Y42<=$C$19)
Calculation Debt,Z112,=(Y112+Z111)*(Z42<=$C$19),=(Y112+Z111)*(Z42<=$C$19)
Calculation Debt,AA112,=(Z112+AA111)*(AA42<=$C$19),=(Z112+AA111)*(AA42<=$C$19)
Calculation Debt,AB112,=(AA112+AB111)*(AB42<=$C$19),=(AA112+AB111)*(AB42<=$C$19)
Calculation Debt,D113,"=IF(ISERR(D111/D52),""n/a"",D111/D52)","=IF(ISERR(D111/D52),""n/a"",D111/D52)"
Calculation Debt,E113,"=IF(ISERR(E111/E52),""n/a"",E111/E52)","=IF(ISERR(E111/E52),""n/a"",E111/E52)"
Calculation Debt,F113,"=IF(ISERR(F111/F52),""n/a"",F111/F52)","=IF(ISERR(F111/F52),""n/a"",F111/F52)"
Calculation Debt,G113,"=IF(ISERR(G111/G52),""n/a"",G111/G52)","=IF(ISERR(G111/G52),""n/a"",G111/G52)"
Calculation Debt,H113,"=IF(ISERR(H111/H52),""n/a"",H111/H52)","=IF(ISERR(H111/H52),""n/a"",H111/H52)"
Calculation Debt,I113,"=IF(ISERR(I111/I52),""n/a"",I111/I52)","=IF(ISERR(I111/I52),""n/a"",I111/I52)"
Calculation Debt,J113,"=IF(ISERR(J111/J52),""n/a"",J111/J52)","=IF(ISERR(J111/J52),""n/a"",J111/J52)"
Calculation Debt,K113,"=IF(ISERR(K111/K52),""n/a"",K111/K52)","=IF(ISERR(K111/K52),""n/a"",K111/K52)"
Calculation Debt,L113,"=IF(ISERR(L111/L52),""n/a"",L111/L52)","=IF(ISERR(L111/L52),""n/a"",L111/L52)"
Calculation Debt,M113,"=IF(ISERR(M111/M52),""n/a"",M111/M52)","=IF(ISERR(M111/M52),""n/a"",M111/M52)"
Calculation Debt,N113,"=IF(ISERR(N111/N52),""n/a"",N111/N52)","=IF(ISERR(N111/N52),""n/a"",N111/N52)"
Calculation Debt,O113,"=IF(ISERR(O111/O52),""n/a"",O111/O52)","=IF(ISERR(O111/O52),""n/a"",O111/O52)"
Calculation Debt,P113,"=IF(ISERR(P111/P52),""n/a"",P111/P52)","=IF(ISERR(P111/P52),""n/a"",P111/P52)"
Calculation Debt,Q113,"=IF(ISERR(Q111/Q52),""n/a"",Q111/Q52)","=IF(ISERR(Q111/Q52),""n/a"",Q111/Q52)"
Calculation Debt,R113,"=IF(ISERR(R111/R52),""n/a"",R111/R52)","=IF(ISERR(R111/R52),""n/a"",R111/R52)"
Calculation Debt,S113,"=IF(ISERR(S111/S52),""n/a"",S111/S52)","=IF(ISERR(S111/S52),""n/a"",S111/S52)"
Calculation Debt,T113,"=IF(ISERR(T111/T52),""n/a"",T111/T52)","=IF(ISERR(T111/T52),""n/a"",T111/T52)"
Calculation Debt,U113,"=IF(ISERR(U111/U52),""n/a"",U111/U52)","=IF(ISERR(U111/U52),""n/a"",U111/U52)"
Calculation Debt,V113,"=IF(ISERR(V111/V52),""n/a"",V111/V52)","=IF(ISERR(V111/V52),""n/a"",V111/V52)"
Calculation Debt,W113,"=IF(ISERR(W111/W52),""n/a"",W111/W52)","=IF(ISERR(W111/W52),""n/a"",W111/W52)"
Calculation Debt,X113,"=IF(ISERR(X111/X52),""n/a"",X111/X52)","=IF(ISERR(X111/X52),""n/a"",X111/X52)"
Calculation Debt,Y113,"=IF(ISERR(Y111/Y52),""n/a"",Y111/Y52)","=IF(ISERR(Y111/Y52),""n/a"",Y111/Y52)"
Calculation Debt,Z113,"=IF(ISERR(Z111/Z52),""n/a"",Z111/Z52)","=IF(ISERR(Z111/Z52),""n/a"",Z111/Z52)"
Calculation Debt,AA113,"=IF(ISERR(AA111/AA52),""n/a"",AA111/AA52)","=IF(ISERR(AA111/AA52),""n/a"",AA111/AA52)"
Calculation Debt,AB113,"=IF(ISERR(AB111/AB52),""n/a"",AB111/AB52)","=IF(ISERR(AB111/AB52),""n/a"",AB111/AB52)"
Calculation Debt,B115,Dividends,
Calculation Debt,D115,"=MAX(0,D111*$C$31)*(D42<=$C$19)","=MAX(0,D111*$C$31)*(D42<=$C$19)"
Calculation Debt,E115,"=MAX(0,E111*$C$31)*(E42<=$C$19)","=MAX(0,E111*$C$31)*(E42<=$C$19)"
Calculation Debt,F115,"=MAX(0,F111*$C$31)*(F42<=$C$19)","=MAX(0,F111*$C$31)*(F42<=$C$19)"
Calculation Debt,G115,"=MAX(0,G111*$C$31)*(G42<=$C$19)","=MAX(0,G111*$C$31)*(G42<=$C$19)"
Calculation Debt,H115,"=MAX(0,H111*$C$31)*(H42<=$C$19)","=MAX(0,H111*$C$31)*(H42<=$C$19)"
Calculation Debt,I115,"=MAX(0,I111*$C$31)*(I42<=$C$19)","=MAX(0,I111*$C$31)*(I42<=$C$19)"
Calculation Debt,J115,"=MAX(0,J111*$C$31)*(J42<=$C$19)","=MAX(0,J111*$C$31)*(J42<=$C$19)"
Calculation Debt,K115,"=MAX(0,K111*$C$31)*(K42<=$C$19)","=MAX(0,K111*$C$31)*(K42<=$C$19)"
Calculation Debt,L115,"=MAX(0,L111*$C$31)*(L42<=$C$19)","=MAX(0,L111*$C$31)*(L42<=$C$19)"
Calculation Debt,M115,"=MAX(0,M111*$C$31)*(M42<=$C$19)","=MAX(0,M111*$C$31)*(M42<=$C$19)"
Calculation Debt,N115,"=MAX(0,N111*$C$31)*(N42<=$C$19)","=MAX(0,N111*$C$31)*(N42<=$C$19)"
Calculation Debt,O115,"=MAX(0,O111*$C$31)*(O42<=$C$19)","=MAX(0,O111*$C$31)*(O42<=$C$19)"
Calculation Debt,P115,"=MAX(0,P111*$C$31)*(P42<=$C$19)","=MAX(0,P111*$C$31)*(P42<=$C$19)"
Calculation Debt,Q115,"=MAX(0,Q111*$C$31)*(Q42<=$C$19)","=MAX(0,Q111*$C$31)*(Q42<=$C$19)"
Calculation Debt,R115,"=MAX(0,R111*$C$31)*(R42<=$C$19)","=MAX(0,R111*$C$31)*(R42<=$C$19)"
Calculation Debt,S115,"=MAX(0,S111*$C$31)*(S42<=$C$19)","=MAX(0,S111*$C$31)*(S42<=$C$19)"
Calculation Debt,T115,"=MAX(0,T111*$C$31)*(T42<=$C$19)","=MAX(0,T111*$C$31)*(T42<=$C$19)"
Calculation Debt,U115,"=MAX(0,U111*$C$31)*(U42<=$C$19)","=MAX(0,U111*$C$31)*(U42<=$C$19)"
Calculation Debt,V115,"=MAX(0,V111*$C$31)*(V42<=$C$19)","=MAX(0,V111*$C$31)*(V42<=$C$19)"
Calculation Debt,W115,"=MAX(0,W111*$C$31)*(W42<=$C$19)","=MAX(0,W111*$C$31)*(W42<=$C$19)"
Calculation Debt,X115,"=MAX(0,X111*$C$31)*(X42<=$C$19)","=MAX(0,X111*$C$31)*(X42<=$C$19)"
Calculation Debt,Y115,"=MAX(0,Y111*$C$31)*(Y42<=$C$19)","=MAX(0,Y111*$C$31)*(Y42<=$C$19)"
Calculation Debt,Z115,"=MAX(0,Z111*$C$31)*(Z42<=$C$19)","=MAX(0,Z111*$C$31)*(Z42<=$C$19)"
Calculation Debt,AA115,"=MAX(0,AA111*$C$31)*(AA42<=$C$19)","=MAX(0,AA111*$C$31)*(AA42<=$C$19)"
Calculation Debt,AB115,"=MAX(0,AB111*$C$31)*(AB42<=$C$19)","=MAX(0,AB111*$C$31)*(AB42<=$C$19)"
Calculation Debt,B116,Retained Earnings,
Calculation Debt,D116,=D111-D115,=D111-D115
Calculation Debt,E116,=E111-E115,=E111-E115
Calculation Debt,F116,=F111-F115,=F111-F115
Calculation Debt,G116,=G111-G115,=G111-G115
Calculation Debt,H116,=H111-H115,=H111-H115
Calculation Debt,I116,=I111-I115,=I111-I115
Calculation Debt,J116,=J111-J115,=J111-J115
Calculation Debt,K116,=K111-K115,=K111-K115
Calculation Debt,L116,=L111-L115,=L111-L115
Calculation Debt,M116,=M111-M115,=M111-M115
Calculation Debt,N116,=N111-N115,=N111-N115
Calculation Debt,O116,=O111-O115,=O111-O115
Calculation Debt,P116,=P111-P115,=P111-P115
Calculation Debt,Q116,=Q111-Q115,=Q111-Q115
Calculation Debt,R116,=R111-R115,=R111-R115
Calculation Debt,S116,=S111-S115,=S111-S115
Calculation Debt,T116,=T111-T115,=T111-T115
Calculation Debt,U116,=U111-U115,=U111-U115
Calculation Debt,V116,=V111-V115,=V111-V115
Calculation Debt,W116,=W111-W115,=W111-W115
Calculation Debt,X116,=X111-X115,=X111-X115
Calculation Debt,Y116,=Y111-Y115,=Y111-Y115
Calculation Debt,Z116,=Z111-Z115,=Z111-Z115
Calculation Debt,AA116,=AA111-AA115,=AA111-AA115
Calculation Debt,AB116,=AB111-AB115,=AB111-AB115
Calculation Debt,D117,=SUM(D116*40%),=SUM(D116*40%)
Calculation Debt,E117,=SUM(E116*40%),=SUM(E116*40%)
Calculation Debt,F117,=SUM(F116*40%),=SUM(F116*40%)
Calculation Debt,G117,=SUM(D117:F117),=SUM(D117:F117)
Calculation Debt,D118,=SUM(D117/3),=SUM(D117/3)
Calculation Debt,E118,=SUM(E117/3),=SUM(E117/3)
Calculation Debt,F118,=SUM(F117/3),=SUM(F117/3)
Calculation Debt,G118,=SUM(D118:F118),=SUM(D118:F118)
Calculation Debt,H118,423000,
Calculation Debt,I118,=SUM(AB176*70%*40%/3),=SUM(AB176*70%*40%/3)
Calculation Debt,J118,=SUM(I118*5),=SUM(I118*5)
Calculation Debt,B119,Cash Flow,
Calculation Debt,C119,0,
Calculation Debt,D119,1,
Calculation Debt,E119,2,
Calculation Debt,F119,3,
Calculation Debt,G119,4,
Calculation Debt,H119,5,
Calculation Debt,I119,6,
Calculation Debt,J119,7,
Calculation Debt,K119,8,
Calculation Debt,L119,9,
Calculation Debt,M119,10,
Calculation Debt,N119,11,
Calculation Debt,O119,12,
Calculation Debt,P119,13,
Calculation Debt,Q119,14,
Calculation Debt,R119,15,
Calculation Debt,S119,16,
Calculation Debt,T119,17,
Calculation Debt,U119,18,
Calculation Debt,V119,19,
Calculation Debt,W119,20,
