turbine_id,latitude,longitude,overall_score,priority,remaining_fit_years,repowering_window,postcode,turbine_details
869286,54.847790557023444,-2.944038752136583,0.704,HIGH,4.290212183436003,URGENT,CA5 ,"{'age_years': 15.707049965776864, 'capacity_mw': 0.006, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869343,53.75578784230661,-2.6718085466991393,0.704,HIGH,3.1211498973305956,URGENT,PR4 ,"{'age_years': 16.876112251882272, 'capacity_mw': 0.005, 'location': 'West Lancashire - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869347,54.86241815680176,-2.9556246126353316,0.704,HIGH,3.4962354551676933,URGENT,CA21,"{'age_years': 16.501026694045173, 'capacity_mw': 0.0025, 'location': 'Copeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869351,54.52610638458212,-3.4811088639529992,0.704,HIGH,3.1156741957563314,URGENT,L40 ,"{'age_years': 16.88158795345654, 'capacity_mw': 0.0025, 'location': 'West Lancashire - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869359,54.48772180939375,-3.529295462265823,0.704,HIGH,3.6358658453114305,URGENT,RM19,"{'age_years': 16.361396303901437, 'capacity_mw': 0.015, 'location': 'Thurrock - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869364,53.5843034674077,-2.1145742564410455,0.704,HIGH,3.8439425051334704,URGENT,OL13,"{'age_years': 16.1533196440794, 'capacity_mw': 0.02, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869366,53.35911149698353,-1.5119620292373097,0.704,HIGH,3.786447638603696,URGENT,SK11,"{'age_years': 16.210814510609172, 'capacity_mw': 0.006, 'location': 'Cheshire East - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
869375,54.87181945454113,-2.946167504634471,0.704,HIGH,3.7426420260095825,URGENT,CA5 ,"{'age_years': 16.254620123203285, 'capacity_mw': 0.006, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
1491,52.68542180888577,-2.7092791612576987,0.684,HIGH,4.788501026694045,URGENT,SY4 ,"{'age_years': 15.208761122518823, 'capacity_mw': 0.08, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
1753,52.75117741251101,-2.7688889476137546,0.684,HIGH,4.588637919233402,URGENT,SY5 ,"{'age_years': 15.408624229979466, 'capacity_mw': 0.015, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
3054,52.75346993033322,-2.7294451239535826,0.684,HIGH,4.58590006844627,URGENT,SY7 ,"{'age_years': 15.411362080766597, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
3525,51.72739409599393,0.45652702505563875,0.684,HIGH,4.766598220396989,URGENT,CM12,"{'age_years': 15.23066392881588, 'capacity_mw': 0.011, 'location': 'Basildon - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
5244,50.68266669210154,-3.5512097734911863,0.684,HIGH,4.405201916495551,URGENT,EX39,"{'age_years': 15.592060232717317, 'capacity_mw': 0.006, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
5339,52.657427985788374,-1.1185580083393045,0.684,HIGH,4.646132785763176,URGENT,LE10,"{'age_years': 15.351129363449692, 'capacity_mw': 0.006, 'location': 'Blaby - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
5631,50.454561244674046,-3.4808040656775883,0.684,HIGH,4.843258042436688,URGENT,TQ9 ,"{'age_years': 15.154004106776181, 'capacity_mw': 0.005, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
5699,52.684700567771216,-2.7868127531208353,0.684,HIGH,4.424366872005476,URGENT,SY6 ,"{'age_years': 15.572895277207392, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
5791,52.513256433105575,-1.8440204920258776,0.684,HIGH,4.892539356605065,URGENT,BB4 ,"{'age_years': 15.104722792607802, 'capacity_mw': 0.005, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
6304,50.68199128548364,-3.5508997332969114,0.684,HIGH,4.941820670773443,URGENT,EX22,"{'age_years': 15.055441478439425, 'capacity_mw': 0.055, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
6412,52.60432625603447,1.2869650053670216,0.684,HIGH,4.427104722792608,URGENT,NR21,"{'age_years': 15.570157426420261, 'capacity_mw': 0.006, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
6731,51.302918029644005,1.051490988236107,0.684,HIGH,4.766598220396989,URGENT,CT4 ,"{'age_years': 15.23066392881588, 'capacity_mw': 0.011, 'location': 'Folkestone and Hythe - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
6813,52.61322718276994,-0.21157297346918053,0.684,HIGH,4.898015058179329,URGENT,PE28,"{'age_years': 15.099247091033538, 'capacity_mw': 0.011, 'location': 'Huntingdonshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7019,52.92742093475829,-1.438388306640761,0.684,HIGH,4.933607118412047,URGENT,DE73,"{'age_years': 15.063655030800822, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7063,52.53316154737852,-0.19278556088749654,0.684,HIGH,4.917180013689254,URGENT,PE11,"{'age_years': 15.080082135523615, 'capacity_mw': 0.0058, 'location': 'South Holland - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7363,52.61781164990466,1.2873097682833017,0.684,HIGH,4.158795345653662,URGENT,NR12,"{'age_years': 15.838466803559205, 'capacity_mw': 0.005, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7704,51.48331941902122,-2.5630775569838735,0.684,HIGH,4.681724845995893,URGENT,BS35,"{'age_years': 15.315537303216974, 'capacity_mw': 0.015, 'location': 'South Gloucestershire - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7794,52.598457893855695,-0.26168933051388726,0.684,HIGH,4.785763175906913,URGENT,PE19,"{'age_years': 15.211498973305956, 'capacity_mw': 0.011, 'location': 'Bedford - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
10452,52.202873067006024,0.10125634889505837,0.684,HIGH,4.939082819986311,URGENT,CB6 ,"{'age_years': 15.058179329226558, 'capacity_mw': 0.006, 'location': 'East Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
10569,52.65813757358728,-1.1536609192414806,0.684,HIGH,4.848733744010952,URGENT,LE14,"{'age_years': 15.148528405201917, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
10980,51.93711528990599,0.9352205913051118,0.684,HIGH,4.974674880219028,URGENT,CO16,"{'age_years': 15.02258726899384, 'capacity_mw': 0.011, 'location': 'Tendring - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
11167,52.732968909739434,-2.7662567298655736,0.684,HIGH,4.91170431211499,URGENT,SY8 ,"{'age_years': 15.085557837097879, 'capacity_mw': 0.0015, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
11430,51.893824233964054,0.9010362119758956,0.684,HIGH,4.939082819986311,URGENT,CO5 ,"{'age_years': 15.058179329226558, 'capacity_mw': 0.0028, 'location': 'Colchester - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
11572,51.438550953657256,-0.07033164966362296,0.684,HIGH,4.974674880219028,URGENT,SE22,"{'age_years': 15.02258726899384, 'capacity_mw': 0.0135, 'location': 'Southwark - London - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
11860,52.57504675937722,-0.2787430267184931,0.684,HIGH,4.826830937713894,URGENT,PE22,"{'age_years': 15.170431211498974, 'capacity_mw': 0.006, 'location': 'East Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
12204,50.76743994519471,-3.556994894521592,0.684,HIGH,4.865160848733744,URGENT,EX22,"{'age_years': 15.132101300479125, 'capacity_mw': 0.006, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
12285,52.6083208813912,1.2579026857815006,0.684,HIGH,4.720054757015743,URGENT,NR29,"{'age_years': 15.277207392197125, 'capacity_mw': 0.006, 'location': 'Great Yarmouth - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
12941,52.64394408938073,-1.1436036183140224,0.684,HIGH,4.950034223134839,URGENT,LE7 ,"{'age_years': 15.047227926078028, 'capacity_mw': 0.011, 'location': 'Harborough - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
13384,52.65236554280054,1.33628217190221,0.684,HIGH,4.763860369609857,URGENT,NR27,"{'age_years': 15.233401779603012, 'capacity_mw': 0.006, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
13563,52.664223997420514,-1.1855582671020637,0.684,HIGH,4.936344969199179,URGENT,LE15,"{'age_years': 15.06091718001369, 'capacity_mw': 0.015, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
13684,52.71465205022303,-2.728085762250517,0.684,HIGH,4.971937029431896,URGENT,SY8 ,"{'age_years': 15.025325119780971, 'capacity_mw': 0.0032, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
13690,51.87379818486748,-2.2654344675249103,0.684,HIGH,4.993839835728953,URGENT,GL54,"{'age_years': 15.003422313483915, 'capacity_mw': 0.015, 'location': 'Cotswold - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
13996,52.94832550970745,-1.1779880033949865,0.684,HIGH,4.8350444900752905,URGENT,NG23,"{'age_years': 15.162217659137577, 'capacity_mw': 0.011, 'location': 'Newark and Sherwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
16910,52.90198008111871,-1.496057900230074,0.684,HIGH,4.878850102669404,URGENT,DE65,"{'age_years': 15.118412046543463, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
18656,52.627408642032606,1.277653632634068,0.684,HIGH,4.7118412046543465,URGENT,NR12,"{'age_years': 15.285420944558522, 'capacity_mw': 0.011, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
18712,51.76809316008581,-1.273089124354059,0.684,HIGH,4.722792607802875,URGENT,OX12,"{'age_years': 15.274469541409994, 'capacity_mw': 0.011, 'location': 'Vale of White Horse - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
18828,52.19068147006744,-0.9276130587596936,0.684,HIGH,4.744695414099931,URGENT,NN14,"{'age_years': 15.252566735112936, 'capacity_mw': 0.011, 'location': 'Kettering - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
18831,51.42290501277178,-0.9650732018380395,0.684,HIGH,4.558521560574949,URGENT,RG20,"{'age_years': 15.43874058863792, 'capacity_mw': 0.006, 'location': 'West Berkshire - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
18956,52.68054982826028,-1.1880946595080653,0.684,HIGH,4.684462696783025,URGENT,LE2 ,"{'age_years': 15.312799452429843, 'capacity_mw': 0.0025, 'location': 'Leicester - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
19004,52.070176708551145,1.1221500210585282,0.684,HIGH,4.5338809034907595,URGENT,IP19,"{'age_years': 15.463381245722108, 'capacity_mw': 0.015, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
19269,52.440756835349454,-1.9184892431363454,0.684,HIGH,4.780287474332649,URGENT,B4  ,"{'age_years': 15.21697467488022, 'capacity_mw': 0.0055, 'location': 'Birmingham - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
21306,52.94333650638581,-1.487236182376135,0.684,HIGH,4.878850102669404,URGENT,DE65,"{'age_years': 15.118412046543463, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
31509,52.675241603304634,-1.1823783146829385,0.684,HIGH,4.520191649555099,URGENT,LE13,"{'age_years': 15.477070499657769, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
44203,50.67668103146102,-1.8518120632880006,0.684,HIGH,4.643394934976044,URGENT,BH23,"{'age_years': 15.353867214236825, 'capacity_mw': 0.006, 'location': 'New Forest - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
54078,52.952955073396595,-1.164295709168283,0.684,HIGH,4.8350444900752905,URGENT,NG23,"{'age_years': 15.162217659137577, 'capacity_mw': 0.011, 'location': 'Newark and Sherwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
54222,52.72487285962508,-2.778717157550657,0.684,HIGH,4.440793976728268,URGENT,SY7 ,"{'age_years': 15.5564681724846, 'capacity_mw': 0.01, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
99629,52.606071375153164,1.3422608977631034,0.684,HIGH,4.462696783025325,URGENT,NR30,"{'age_years': 15.534565366187543, 'capacity_mw': 0.006, 'location': 'Great Yarmouth - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
242962,52.620500180189254,-1.1497065359832062,0.684,HIGH,4.7118412046543465,URGENT,LE13,"{'age_years': 15.285420944558522, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
302006,50.46450578997755,-3.483492208889615,0.684,HIGH,4.876112251882272,URGENT,TQ6 ,"{'age_years': 15.121149897330595, 'capacity_mw': 0.012, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622867,52.70078098117959,-2.703939819066279,0.684,HIGH,2.0314852840520192,URGENT,SY13,"{'age_years': 17.965776865160848, 'capacity_mw': 0.005, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622878,52.22448176951751,-0.9278677700650388,0.684,HIGH,2.113620807665982,URGENT,NN29,"{'age_years': 17.883641341546884, 'capacity_mw': 0.006, 'location': 'Wellingborough - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622928,52.18748501289295,0.08518268617863915,0.684,HIGH,2.863791923340178,URGENT,CB7 ,"{'age_years': 17.13347022587269, 'capacity_mw': 0.006, 'location': 'East Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622933,51.040036863695086,-3.1181384509100494,0.684,HIGH,2.940451745379877,URGENT,TA19,"{'age_years': 17.05681040383299, 'capacity_mw': 0.005, 'location': 'South Somerset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622941,50.79812664477347,-1.1279578566401585,0.684,HIGH,3.0965092402464065,URGENT,PO38,"{'age_years': 16.90075290896646, 'capacity_mw': 0.0023, 'location': 'Isle of Wight - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622942,52.72766197076657,-2.7528155183104275,0.684,HIGH,3.0390143737166326,URGENT,SY9 ,"{'age_years': 16.958247775496236, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622946,51.04850312016663,-3.1339163838740003,0.684,HIGH,3.02258726899384,URGENT,TA3 ,"{'age_years': 16.974674880219027, 'capacity_mw': 0.006, 'location': 'Sedgemoor - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622948,51.939353462768594,0.8570444194209019,0.684,HIGH,3.1019849418206706,URGENT,CO5 ,"{'age_years': 16.895277207392198, 'capacity_mw': 0.005, 'location': 'Colchester - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622952,52.60084372302636,-0.24092773599662845,0.684,HIGH,3.189596167008898,URGENT,PE20,"{'age_years': 16.80766598220397, 'capacity_mw': 0.006, 'location': 'Boston - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622991,52.591802241436795,-0.22905377949892186,0.684,HIGH,3.3100616016427105,URGENT,PE19,"{'age_years': 16.687200547570157, 'capacity_mw': 0.006, 'location': 'South Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
622993,52.89688270734677,-1.4651625868153721,0.684,HIGH,3.3073237508555784,URGENT,DE56,"{'age_years': 16.689938398357288, 'capacity_mw': 0.006, 'location': 'Amber Valley - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623003,52.585177695627955,-0.22954418544898597,0.684,HIGH,3.540041067761807,URGENT,PE11,"{'age_years': 16.45722108145106, 'capacity_mw': 0.005, 'location': 'South Holland - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623012,50.79550971370293,-1.0929483565739693,0.684,HIGH,2.861054072553046,URGENT,PO36,"{'age_years': 17.136208076659823, 'capacity_mw': 0.00383, 'location': 'Isle of Wight - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623018,51.44317427447875,-2.607280060584886,0.684,HIGH,3.381245722108145,URGENT,BS25,"{'age_years': 16.61601642710472, 'capacity_mw': 0.005, 'location': 'North Somerset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623020,50.42726722829975,-3.549066998158509,0.684,HIGH,2.9075975359342916,URGENT,TQ9 ,"{'age_years': 17.089664613278575, 'capacity_mw': 0.006, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623061,52.67040366085695,-1.1777375952906728,0.684,HIGH,4.01368925393566,URGENT,LE12,"{'age_years': 15.983572895277208, 'capacity_mw': 0.006, 'location': 'Charnwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623064,52.58666706227036,1.3394514898662624,0.684,HIGH,3.696098562628337,URGENT,NR18,"{'age_years': 16.301163586584533, 'capacity_mw': 0.006, 'location': 'South Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623070,50.69259072820311,-2.4762942052274104,0.684,HIGH,3.7180013689253935,URGENT,DT2 ,"{'age_years': 16.279260780287473, 'capacity_mw': 0.015, 'location': 'Dorset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623071,51.757610640539255,0.48448336138396525,0.684,HIGH,3.600273785078713,URGENT,CM7 ,"{'age_years': 16.396988364134156, 'capacity_mw': 0.005, 'location': 'Braintree - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623877,51.54009750697069,0.6587151254481431,0.684,HIGH,4.284736481861739,URGENT,SS11,"{'age_years': 15.71252566735113, 'capacity_mw': 0.01, 'location': 'Chelmsford - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623882,51.42021070598146,0.5000701098685598,0.684,HIGH,2.8035592060232717,URGENT,ME20,"{'age_years': 17.193702943189596, 'capacity_mw': 0.0012, 'location': 'Tonbridge and Malling - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623889,52.08002374282551,1.1961838099240374,0.684,HIGH,3.885010266940452,URGENT,IP21,"{'age_years': 16.112251882272417, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623893,52.080381321761756,1.1080930295814788,0.684,HIGH,3.915126625598905,URGENT,IP6 ,"{'age_years': 16.082135523613964, 'capacity_mw': 0.006, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623899,52.54305992937259,-0.19009734399501943,0.684,HIGH,2.732375085557837,URGENT,PE9 ,"{'age_years': 17.26488706365503, 'capacity_mw': 0.005, 'location': 'South Kesteven - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623900,52.52779191118498,-0.21887483106529335,0.684,HIGH,2.1601642710472277,URGENT,PE33,"{'age_years': 17.83709787816564, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}"
623930,50.695892231237494,-2.4833992639731908,0.684,HIGH,2.127310061601643,URGENT,DT4 ,"{'age_years': 17.869952087611225, 'capacity_mw': 0.0015, 'location': 'Dorset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688074,52.937770882610714,-1.471548736738306,0.684,HIGH,2.0616016427104724,URGENT,DE6 ,"{'age_years': 17.935660506502394, 'capacity_mw': 0.005, 'location': 'Derbyshire Dales - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688098,51.11539448627826,-0.19489904387652676,0.684,HIGH,2.461327857631759,URGENT,RH10,"{'age_years': 17.53593429158111, 'capacity_mw': 0.002, 'location': 'Mid Sussex - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688102,50.43567034413283,-3.554218121762273,0.684,HIGH,2.113620807665982,URGENT,TQ7 ,"{'age_years': 17.883641341546884, 'capacity_mw': 0.006, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688117,52.751104773514946,-2.7297235386581593,0.684,HIGH,3.490759753593429,URGENT,SY5 ,"{'age_years': 16.50650239561944, 'capacity_mw': 0.015, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688122,52.90113691096441,-1.4795027053776764,0.684,HIGH,3.561943874058864,URGENT,DE6 ,"{'age_years': 16.435318275154003, 'capacity_mw': 0.006, 'location': 'East Staffordshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688125,52.23584079138114,-0.8967589801155885,0.684,HIGH,3.693360711841205,URGENT,NN13,"{'age_years': 16.303901437371664, 'capacity_mw': 0.011, 'location': 'South Northamptonshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688127,50.418744226823,-4.1826356404668665,0.684,HIGH,3.9342915811088295,URGENT,PL21,"{'age_years': 16.06297056810404, 'capacity_mw': 0.006, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688328,52.63907085368736,1.29431832363864,0.684,HIGH,3.915126625598905,URGENT,NR21,"{'age_years': 16.082135523613964, 'capacity_mw': 0.02, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688331,50.42713161720196,-3.56969574771846,0.684,HIGH,4.079397672826831,URGENT,TQ9 ,"{'age_years': 15.917864476386036, 'capacity_mw': 0.005, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688345,52.46812292807861,-1.9348848709756128,0.684,HIGH,4.492813141683778,URGENT,BB4 ,"{'age_years': 15.50444900752909, 'capacity_mw': 0.006, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688348,52.55301802004796,-0.23955267704960329,0.684,HIGH,3.9041752224503763,URGENT,PE20,"{'age_years': 16.093086926762492, 'capacity_mw': 0.006, 'location': 'Boston - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688350,52.089906646936925,1.132012702921282,0.684,HIGH,4.506502395619439,URGENT,IP14,"{'age_years': 15.490759753593428, 'capacity_mw': 0.011, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688355,50.73858920611426,-3.5830173127357723,0.684,HIGH,4.010951403148528,URGENT,EX37,"{'age_years': 15.986310746064339, 'capacity_mw': 0.005, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688357,52.67021637699904,-1.1548563566834114,0.684,HIGH,3.7700205338809036,URGENT,LE5 ,"{'age_years': 16.227241615331966, 'capacity_mw': 0.006, 'location': 'Leicester - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688359,50.75349312085726,-1.8496593491744042,0.684,HIGH,2.431211498973306,URGENT,BH23,"{'age_years': 17.56605065023956, 'capacity_mw': 0.001, 'location': 'Bournemouth- Christchurch and Poole - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688365,50.99252734785979,-3.0851601425547908,0.684,HIGH,2.926762491444216,URGENT,TA4 ,"{'age_years': 17.07049965776865, 'capacity_mw': 0.005, 'location': 'Somerset West and Taunton - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
688383,52.04358483414538,1.1806529173872806,0.684,HIGH,2.2888432580424367,URGENT,IP29,"{'age_years': 17.70841889117043, 'capacity_mw': 0.006, 'location': 'Babergh - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
713975,52.21213631806933,0.08207201153151189,0.684,HIGH,2.833675564681725,URGENT,CB7 ,"{'age_years': 17.163586584531142, 'capacity_mw': 0.005, 'location': 'East Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
713977,51.055604758668,-3.0894450269558353,0.684,HIGH,2.7816563997262147,URGENT,TA19,"{'age_years': 17.215605749486652, 'capacity_mw': 0.005, 'location': 'South Somerset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
713980,52.53465460686842,-0.24585699272070022,0.684,HIGH,2.8966461327857633,URGENT,PE22,"{'age_years': 17.100616016427104, 'capacity_mw': 0.0025, 'location': 'East Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
713999,52.39973265863597,-1.5089591032537626,0.684,HIGH,2.6557152635181382,URGENT,CV7 ,"{'age_years': 17.34154688569473, 'capacity_mw': 0.0025, 'location': 'Rugby - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714006,52.25142191897504,-0.9481982092181674,0.684,HIGH,2.863791923340178,URGENT,NN7 ,"{'age_years': 17.13347022587269, 'capacity_mw': 0.006, 'location': 'Northampton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714011,51.28121295578507,1.0361648663043734,0.684,HIGH,2.9623545516769334,URGENT,CT4 ,"{'age_years': 17.034907597535934, 'capacity_mw': 0.005, 'location': 'Folkestone and Hythe - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714427,52.91728946029525,-1.1251959715252944,0.684,HIGH,2.7761806981519506,URGENT,NG21,"{'age_years': 17.22108145106092, 'capacity_mw': 0.005, 'location': 'Newark and Sherwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714430,50.45243652737423,-3.570059261541585,0.684,HIGH,3.2087611225188226,URGENT,TQ7 ,"{'age_years': 16.788501026694046, 'capacity_mw': 0.006, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714447,52.54238259333954,-0.20567671695097517,0.684,HIGH,3.2553045859000687,URGENT,PE20,"{'age_years': 16.7419575633128, 'capacity_mw': 0.011, 'location': 'Boston - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
714448,52.67398717172501,-1.1781720997279304,0.684,HIGH,2.9568788501026693,URGENT,LE14,"{'age_years': 17.0403832991102, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
