turbine_id,latitude,longitude,overall_score,priority,remaining_fit_years,repowering_window,postcode,turbine_details
7559,50.084073598669136,-5.757848914309686,0.734,HIGH,4.591375770020534,URGENT,TR19,"{'age_years': 15.405886379192333, 'capacity_mw': 0.005, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7683,55.09226832091969,-3.5930625689773668,0.734,HIGH,4.725530458590007,URGENT,DG9 ,"{'age_years': 15.271731690622861, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7762,54.96837542426,-3.6740846504853875,0.734,HIGH,4.761122518822724,URGENT,DG9 ,"{'age_years': 15.236139630390143, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7823,59.146936524068906,-2.6024419164443837,0.734,HIGH,4.689938398357289,URGENT,KW17,"{'age_years': 15.307323750855579, 'capacity_mw': 0.006, 'location': 'Orkney Islands - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7881,56.26121397424321,-3.1315499868881616,0.734,HIGH,4.684462696783025,URGENT,KY13,"{'age_years': 15.312799452429843, 'capacity_mw': 0.015, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7929,54.54063971380875,-3.453681256272336,0.734,HIGH,4.673511293634497,URGENT,HS2 ,"{'age_years': 15.323750855578371, 'capacity_mw': 0.006, 'location': 'Na h-Eileanan Siar - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7932,56.393985753996056,-3.4992518197090696,0.734,HIGH,4.555783709787817,URGENT,PH11,"{'age_years': 15.441478439425051, 'capacity_mw': 0.011, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
7937,56.43557074187591,-2.9921761573197276,0.734,HIGH,4.785763175906913,URGENT,DD3 ,"{'age_years': 15.211498973305956, 'capacity_mw': 0.015, 'location': 'Angus - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8037,55.091490957989095,-3.592456388056857,0.734,HIGH,4.725530458590007,URGENT,DG9 ,"{'age_years': 15.271731690622861, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8271,56.14068155665311,-3.875615093512948,0.734,HIGH,4.7967145790554415,URGENT,FK7 ,"{'age_years': 15.200547570157427, 'capacity_mw': 0.0015, 'location': 'Stirling - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8284,55.07704704087524,-3.8163644003109574,0.734,HIGH,4.731006160164271,URGENT,DG8 ,"{'age_years': 15.266255989048597, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8419,50.682647676594584,-3.512433701974313,0.734,HIGH,4.733744010951403,URGENT,EX23,"{'age_years': 15.263518138261464, 'capacity_mw': 0.005, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8421,56.36756965444288,-3.40156314404427,0.734,HIGH,4.722792607802875,URGENT,PH33,"{'age_years': 15.274469541409994, 'capacity_mw': 0.005, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8426,53.771704478816865,-1.9590719924419293,0.734,HIGH,4.328542094455853,URGENT,HX7 ,"{'age_years': 15.668720054757015, 'capacity_mw': 0.011, 'location': 'Calderdale - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8442,53.66987917000809,-1.916182802728742,0.734,HIGH,4.854209445585216,URGENT,HX6 ,"{'age_years': 15.143052703627653, 'capacity_mw': 0.006, 'location': 'Calderdale - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8483,53.70811802207825,-1.7618908629281778,0.734,HIGH,4.59958932238193,URGENT,HD9 ,"{'age_years': 15.397672826830938, 'capacity_mw': 0.006, 'location': 'Kirklees - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8494,56.39757333556347,-3.5487463936466273,0.734,HIGH,4.837782340862423,URGENT,PH7 ,"{'age_years': 15.159479808350445, 'capacity_mw': 0.015, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8550,53.98532177087065,-1.0899460995176742,0.734,HIGH,4.763860369609857,URGENT,YO25,"{'age_years': 15.233401779603012, 'capacity_mw': 0.011, 'location': 'East Riding of Yorkshire - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8595,55.087976047255715,-3.5824545847067144,0.734,HIGH,4.761122518822724,URGENT,DG9 ,"{'age_years': 15.236139630390143, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8691,55.54429535598871,-2.748355878798458,0.734,HIGH,4.728268309377139,URGENT,TD12,"{'age_years': 15.268993839835728, 'capacity_mw': 0.045, 'location': 'Scottish Borders - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8927,57.154707424664764,-2.138508516879438,0.734,HIGH,4.769336071184121,URGENT,AB45,"{'age_years': 15.227926078028748, 'capacity_mw': 0.015, 'location': 'Aberdeenshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8933,57.509872049819734,-4.193780697419673,0.734,HIGH,4.720054757015743,URGENT,IV27,"{'age_years': 15.277207392197125, 'capacity_mw': 0.006, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
8951,54.99069620610923,-3.6022488030817734,0.734,HIGH,4.720054757015743,URGENT,DG7 ,"{'age_years': 15.277207392197125, 'capacity_mw': 0.0025, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9051,55.931805760283204,-3.1835068638831983,0.734,HIGH,4.8405201916495555,URGENT,EH37,"{'age_years': 15.156741957563312, 'capacity_mw': 0.006, 'location': 'Scottish Borders - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9195,55.08902704043086,-3.515493340306975,0.734,HIGH,4.856947296372348,URGENT,DG2 ,"{'age_years': 15.14031485284052, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9236,54.462189065190664,-3.6000616123394944,0.734,HIGH,4.706365503080082,URGENT,KW7 ,"{'age_years': 15.290896646132786, 'capacity_mw': 0.006, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9246,54.591859870949946,-3.462484088568762,0.734,HIGH,4.673511293634497,URGENT,HS2 ,"{'age_years': 15.323750855578371, 'capacity_mw': 0.006, 'location': 'Na h-Eileanan Siar - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9299,57.17434457488476,-2.065160610368581,0.734,HIGH,4.876112251882272,URGENT,AB42,"{'age_years': 15.121149897330595, 'capacity_mw': 0.015, 'location': 'Aberdeenshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9342,53.711072821565736,-1.792856361204215,0.734,HIGH,4.898015058179329,URGENT,HX7 ,"{'age_years': 15.099247091033538, 'capacity_mw': 0.01, 'location': 'Calderdale - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9372,55.110581876105165,-3.6681776487353543,0.734,HIGH,4.903490759753593,URGENT,DG8 ,"{'age_years': 15.093771389459274, 'capacity_mw': 0.045, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9373,55.11973215098979,-3.6105975714165437,0.734,HIGH,4.1943874058863795,URGENT,DG12,"{'age_years': 15.80287474332649, 'capacity_mw': 0.006, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9395,59.20147057025645,-2.5251006158401466,0.734,HIGH,4.117727583846681,URGENT,KW17,"{'age_years': 15.879534565366187, 'capacity_mw': 0.006, 'location': 'Orkney Islands - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9414,50.74036508533874,-3.4970694541353042,0.734,HIGH,4.917180013689254,URGENT,EX33,"{'age_years': 15.080082135523615, 'capacity_mw': 0.022, 'location': 'North Devon - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9425,55.61338798643979,-4.505500145001886,0.734,HIGH,4.783025325119781,URGENT,KA18,"{'age_years': 15.214236824093087, 'capacity_mw': 0.015, 'location': 'East Ayrshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9444,50.109988029616545,-5.629216621415297,0.734,HIGH,4.80766598220397,URGENT,TR20,"{'age_years': 15.189596167008897, 'capacity_mw': 0.0018, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9525,55.63974575611941,-4.442723750751142,0.734,HIGH,4.818617385352498,URGENT,KA24,"{'age_years': 15.178644763860369, 'capacity_mw': 0.015, 'location': 'North Ayrshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9619,55.74066703068774,-3.7886130907085307,0.734,HIGH,4.733744010951403,URGENT,ML11,"{'age_years': 15.263518138261464, 'capacity_mw': 0.011, 'location': 'South Lanarkshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9729,50.73209660266349,-3.54483676473576,0.734,HIGH,4.824093086926762,URGENT,EX5 ,"{'age_years': 15.173169062286105, 'capacity_mw': 0.015, 'location': 'Mid Devon - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9794,53.96435315749287,-1.1090009711892184,0.734,HIGH,4.731006160164271,URGENT,YO25,"{'age_years': 15.266255989048597, 'capacity_mw': 0.011, 'location': 'East Riding of Yorkshire - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9888,53.300298057272364,-1.5545368433979738,0.734,HIGH,4.862422997946612,URGENT,S75 ,"{'age_years': 15.134839151266256, 'capacity_mw': 0.006, 'location': 'Barnsley - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9897,55.04044588017359,-3.556289223534372,0.734,HIGH,4.865160848733744,URGENT,DG8 ,"{'age_years': 15.132101300479125, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
9904,57.15429387962002,-2.106381395719304,0.734,HIGH,4.878850102669404,URGENT,AB42,"{'age_years': 15.118412046543463, 'capacity_mw': 0.015, 'location': 'Aberdeenshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}"
